ProductID,ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor,Url
10051487,Calvin Klein Unisex Red Large Trolley Suitcase,Calvin Klein,Unisex,11880,7,"Red large trolley suitcase secured with a TSA lockOne padded handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted 360-degree wheelsOne main zip compartment with a zip lining, has a zip pocket on the flap2 external zip pocket on the frontZipper detail to adjust the depthWarranty: 10 yearsWarranty provided by the brand owner/manufacturer", Red,Calvin Klein Unisex Red Large Trolley Suitcase
10058459,Roadster Women Black Skinny Fit High-Rise Clean Look Stretchable Jeans With Distressed Hem,Roadster,Women,664,7,"Black medium wash 5-pocket high-rise jeans, clean look, heavy fade, has a button and zip closure, waistband with belt loops, and distressed hem", Black,Roadster Women Black Skinny Fit High-Rise Clean Look Stretchable Jeans With Distressed Hem
10054553,Veni Vidi Vici Women Orange Solid Fitted Top,Veni Vidi Vici,Women,468,5,"Orange solid knitted fitted top with gathered and tie-up detail, has shoulder straps", Orange,Veni Vidi Vici Women Orange Solid Fitted Top
10052147,Titan Women Blue Analogue Watch,Titan,Women,4156,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Multi FunctionStrap style: Rose Gold-Toned bracelet style, metal strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Blue,Titan Women Blue Analogue Watch
10048399,Elizabeth Arden Bold Defining Electric Blue 24 Hrs Liquid Eye Liner 03,Elizabeth Arden,Women,1120,3,"Shade nameElectric blue Shade number 03What it is Bold Defining 24 Hrs Liquid Eye LinerWhat it doesThe micro-fine applicator tip glides on with ease to create a precise, calligraphy-like look directly on the lash line.The applicator is ideal for creating a range of makeup looks from delicate everyday or classic cat eye to high drama and runway-ready.The buildable formula is waterproof, smudge proof, transfer proof, sweat proof, and quick drying.",Blue,Elizabeth Arden Bold Defining Electric Blue 24 Hrs Liquid Eye Liner 03
10046949,OddCroft White & Black Ceramic Planter with Stand,OddCroft,Unisex,1392,5,Set Contents: 1 planterColour: White and blackPattern: Marble finishShape: CylindricalType: Wall planterMaterial: Ceramic, Black,OddCroft White & Black Ceramic Planter with Stand
10052503,Sonata Men Black Printed Leather Strap Analogue Watch 77086PL01,Sonata,Men,875,6,"Pack Contains: Single watchDisplay: AnalogueMovement: QuartzPower Source: BatteryDial style: Black printed round stainless steel dialFeatures: Reset timeStrap Style: Mustard yellow, regular, leather strap with a tang closureWater resistance: 30 mComes in a signature Sonata caseWarranty: 1 yearWarranty provided by brand/manufacturer", Black,Sonata Men Black Printed Leather Strap Analogue Watch 77086PL01
10051439,Call It Spring Men Black Solid Room Slippers,Call It Spring,Men,1499,5,A pair of black solid flip flopsSynthetic upper materialCushioned footbedPatterned synthetic outsoleWarranty: 1 monthWarranty provided by brand/manufacturer, Black,Call It Spring Men Black Solid Room Slippers
10052111,Titan Workwear Women White Analogue watch NL2595SL01,Titan,Women,3596,4,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Multi FunctionStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case", White,Titan Workwear Women White Analogue watch NL2595SL01
10051315,Tokyo Talkies Women White Solid Peplum Top,Tokyo Talkies,Women,1299,5,"White solid woven peplum top, has a round neck, three-quarter sleeves, and button closure, has a lace insert detail", White,Tokyo Talkies Women White Solid Peplum Top
10052371,Fastrack Women White Analogue Watch 6168SM02,Fastrack,Women,2076,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset Time, Date ApertureStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case", White,Fastrack Women White Analogue Watch 6168SM02
10058305,Roadster Women Blue Skinny Fit Mid-Rise Highly Distressed Stretchable Cropped Jeans,Roadster,Women,574,5,"Blue light wash 5-pocket mid-rise cropped jeans, highly distressed, light fade, has a button and zip closure, and waistband with belt loops",Blue,Roadster Women Blue Skinny Fit Mid-Rise Highly Distressed Stretchable Cropped Jeans
10063211,Dynamocks Unisex Pack Of 2 Patterned Calf-Length Animal Printed Socks,Dynamocks,Unisex,351,5,"Pack of two patterned calf-length socks in mustard yellow and white, each has an elasticated mouth and a flat-toe seam",,Dynamocks Unisex Pack Of 2 Patterned Calf-Length Animal Printed Socks
1005558,Vero Moda Black Sleeveless Embroidered Cardigan,Vero Moda,Women,1048,5,"Black embroidered cardigan, has a V-neck with a concealed full press-button placket and sleeveless", Red,Vero Moda Black Sleeveless Embroidered Cardigan
10052351,Titan Forever Kolkata Men Grey Analogue watch 1740WL01,Titan,Men,3057,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round stainless steel dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case", Grey,Titan Forever Kolkata Men Grey Analogue watch 1740WL01
10054533,Veni Vidi Vici Women Maroon Solid Fitted Crop Top,Veni Vidi Vici,Women,468,5,"Maroon solid knitted fitted crop top with cut-out detail, has a scoop neck, long sleeves, and ruching detail with drawstring", Maroon,Veni Vidi Vici Women Maroon Solid Fitted Crop Top
10058205,Roadster Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,Roadster,Women,1299,5,"Blue medium wash 5-pocket mid-rise jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops",Blue,Roadster Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans
10054429,Veni Vidi Vici Women Blue Solid Fitted Top,Veni Vidi Vici,Women,468,5,"Blue solid knitted fitted top with cut out and tie-up detail, has a boat neck, and long sleeves",Blue,Veni Vidi Vici Women Blue Solid Fitted Top
10062309,CHUTPUT Kids Multicoloured Self Design Sweater with Applique Detail,CHUTPUT,Unisex Kids,1125,4,"Multicoloured self-design sweater with applique detail, has a round neck, long sleeves, button closure, and straight hemComes with a matching beanie cap", Red,CHUTPUT Kids Multicoloured Self Design Sweater with Applique Detail
10050761,The Kaftan Company Women Lavender Printed Kaftan Top,The Kaftan Company,Women,4000,5,Lavender printed  kaftan  top and has a V-neck, Lavender,The Kaftan Company Women Lavender Printed Kaftan Top
10051317,Tokyo Talkies Women Navy Blue Solid Top,Tokyo Talkies,Women,699,5,"Navy Blue solid woven regular top, has a round neck, three-quarter sleeves, and button closure, has lace insert detail",Blue,Tokyo Talkies Women Navy Blue Solid Top
10058467,Roadster Women Charcoal Grey Skinny Fit High-Rise Clean Look Stretchable Jeans,Roadster,Women,664,7,"Charcoal grey medium wash 5-pocket High-Rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Grey,Roadster Women Charcoal Grey Skinny Fit High-Rise Clean Look Stretchable Jeans
10058201,Roadster Women Black Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Roadster,Women,524,5,"Black dark wash 5-pocket mid-rise cropped jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops", Black,Roadster Women Black Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans
1004316,Wishful by W Women Green Printed Kurta,W,Women,3299,4,"Green printed kurta with sequinned detail, has a round neck, three-quarter sleeves, a keyhole detail on the back with a button-and-loop closure, and side slits", Green,Wishful by W Women Green Printed Kurta
10052081,Zoop Marvel Unisex White Analogue watch C4048PP29,Zoop,Unisex Kids,995,4,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round plastic dialFeatures: Reset TimeStrap style: White regular, rubber strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Zoop case", White,Zoop Marvel Unisex White Analogue watch C4048PP29
10063145,Be Indi Women Pink Printed Straight Palazzos,Be Indi,Women,478,5,"A pair of Pink printed woven straight fit Palazzos, opaque, 2 pockets, and slip-on closure", Pink,Be Indi Women Pink Printed Straight Palazzos
10039901,Da Intimo Women Black Solid Skinny-Fit Tights,Da Intimo,Women,1299,5,"Black solid skinny-fit tights, has an elasticated waistband", Black,Da Intimo Women Black Solid Skinny-Fit Tights
10052355,Sonata Essentials Men White Analogue watch NL77083YM01,Sonata,Men,1175,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Gold-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case", White,Sonata Essentials Men White Analogue watch NL77083YM01
10052605,Titan Bandhan Unisex White Analogue watch NL15842481SL01,Titan,Unisex,3996,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case", White,Titan Bandhan Unisex White Analogue watch NL15842481SL01
10052237,Titan Raga Viva II Women Blue Analogue watch NL2610SM01,Titan,Women,4236,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Blue,Titan Raga Viva II Women Blue Analogue watch NL2610SM01
10046889,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,524,7,"Blue light wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans
10051111,Soumya Mustard Yellow Ethnic Motifs Print Single Window Curtain,Soumya,Unisex,849,4,Set content: Single Window curtainColour: Mustard YellowPattern: Ethnic MotifsLight blocking: RegularFitting: EyeletLining: No, Yellow,Soumya Mustard Yellow Ethnic Motifs Print Single Window Curtain
10054485,Veni Vidi Vici Women Teal Green Solid Fitted Crop Top,Veni Vidi Vici,Women,468,5,"Green solid knitted regular top with gathered and tie-up detail, has shoulder straps", Green,Veni Vidi Vici Women Teal Green Solid Fitted Crop Top
10052711,Titan Men Blue Analogue Watch 90103KM02,Titan,Men,6796,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Chronograph, Reset TimeStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case",Blue,Titan Men Blue Analogue Watch 90103KM02
10054483,Veni Vidi Vici Women Red Solid Fitted Crop Top,Veni Vidi Vici,Women,468,5,"Red solid knitted fitted crop top, has shoulder straps, sleeveless, and ruching detail with drawstring", Red,Veni Vidi Vici Women Red Solid Fitted Crop Top
10039367,Marks & Spencer Women Blue Slim Fit Mid-Rise Low Distress Stretchable Jeans,Marks & Spencer,Women,799,7,"Blue medium wash 5-pocket mid-rise jeans with lace inserts, low distress, light fade, has a button and zip closure, and waistband with belt loops",Blue,Marks & Spencer Women Blue Slim Fit Mid-Rise Low Distress Stretchable Jeans
10038955,Sergio Tacchini Men Black Sneakers,Sergio Tacchini,Men,4999,5,"A pair of round-toe black sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Black,Sergio Tacchini Men Black Sneakers
10058481,Roadster Women Grey Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans,Roadster,Women,1299,8,"Grey medium wash 5-pocket mid-rise jeans, mildly distressed, heavy fade, has a button and zip closure, and waistband with belt loops", Grey,Roadster Women Grey Skinny Fit Mid-Rise Mildly Distressed Stretchable Jeans
10046833,Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,599,7,"Blue light wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,Roadster Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans
10039969,berrytree Girls Pink T-shirt Organic Cotton Sustainable Dress,berrytree,Girls,599,6,"Pink printed t-shirt dress, has a round neck,, undefined closure,, flared hem", Pink,berrytree Girls Pink T-shirt Organic Cotton Sustainable Dress
10051115,Soumya Green Single Window Curtain,Soumya,Unisex,760,4,Set content: Single Window curtainColour: GreenPattern: Ethnic MotifsLight blocking: RegularFitting: EyeletLining: No, Green,Soumya Green Single Window Curtain
10058191,Roadster Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Women,1299,7,"Navy Blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Roadster Women Navy Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans
10063521,Red Tape Men Tan Brown Leather Mid-Top Formal Boots,Red Tape,Men,2048,5,"A pair of tan brown round-toed formal boots, has elasticated gussets on both sidesLeather upper, has a mid-top stylingCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer", Red,Red Tape Men Tan Brown Leather Mid-Top Formal Boots
10039763,Camey Girls Blue & White Striped Top with Jeans,Camey,Girls,1119,5,"This clothing set consists of top and jeansBlue and white striped bardot top, has long bell sleevesBlue washed distressed jeans, has a button closure",Blue,Camey Girls Blue & White Striped Top with Jeans
1005081,Arrow Sport Red Woollen Sleeveless Sweater,Arrow Sport,Men,1999,6,"Red sweater, has a V-neck, sleeveless", Red,Arrow Sport Red Woollen Sleeveless Sweater
10052053,Titan Raga Cocktail Men Black Analogue watch NL1787KM02,Titan,Men,9196,4,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Black bracelet style, metal strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case", Black,Titan Raga Cocktail Men Black Analogue watch NL1787KM02
10053901,CLAY CRAFT White Set of 4 Tail-Shaped Dipping Bowls,CLAY CRAFT,Unisex,712,3,Content: 4 tail-shaped bowlsPattern: SolidFinish: GlossyMaterial: CeramicFeatures: Dishwasher and microwave safe, White,CLAY CRAFT White Set of 4 Tail-Shaped Dipping Bowls
10052767,Sonata Women Beige Analogue Watch 8123SL03,Sonata,Women,1475,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round metal dialFeatures: Reset TimeStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case", Beige,Sonata Women Beige Analogue Watch 8123SL03
10058429,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Women,1299,7,"Blue medium wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans
10052517,Titan Classique Men White Analogue watch NL90101KM01,Titan,Men,7836,4,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Textured round stainless steel dialFeatures: Reset Time, Multi FunctionStrap style: Silver-Toned regular, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case", White,Titan Classique Men White Analogue watch NL90101KM01
10058245,Roadster Women Black Skinny Fit Mid-Rise Low Distress Stretchable Jeans,Roadster,Women,524,8,"Black medium wash 5-pocket mid-rise jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops", Black,Roadster Women Black Skinny Fit Mid-Rise Low Distress Stretchable Jeans
10046881,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,Roadster,Men,599,7,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Roadster Men Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans
10060111,CODE by Lifestyle Men Green & Navy Blue Slim Fit Checked Casual Shirt,CODE by Lifestyle,Men,849,5,"Green and Navy Blue checked casual shirt, has a button-down collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,CODE by Lifestyle Men Green & Navy Blue Slim Fit Checked Casual Shirt
10054507,Veni Vidi Vici Women Green Solid Fitted Crop Top,Veni Vidi Vici,Women,468,5,"Green solid knitted fitted crop top with cut-out detail, has a scoop neck, long sleeves, and ruching detail with drawstring", Green,Veni Vidi Vici Women Green Solid Fitted Crop Top
10052299,Sonata Essentials Men Off White Analogue watch NL77082YL02,Sonata,Men,949,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset TimeStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case", White,Sonata Essentials Men Off White Analogue watch NL77082YL02
10039387,Marks & Spencer Women Navy Blue Super Skinny Fit Low-Rise Clean Look Stretchable Jeans,Marks & Spencer,Women,899,7,"Navy blue medium wash 5-pocket low-rise cropped jeans with frayed hem, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Marks & Spencer Women Navy Blue Super Skinny Fit Low-Rise Clean Look Stretchable Jeans
10040089,Soie Black Printed Non-Wired Lightly Padded Everyday Bra CB-126BLACK,Soie,Women,940,5,Black printed full-coverage Everyday bra Lightly Padded and Non-Wired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red,Soie Black Printed Non-Wired Lightly Padded Everyday Bra CB-126BLACK
10051203,Soumya Pink Window Curtains,Soumya,Unisex,611,4,Set content: Single Window curtainsColour: PinkPattern: Solid WindowLight blocking: RegularFitting: EyeletLining: No, Pink,Soumya Pink Window Curtains
10052483,Fastrack Men Charcoal Grey Analogue Watch 38050SM02,Fastrack,Men,2502,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Textured round stainless steel dialFeatures: Reset Time, Date ApertureStrap style: Silver-Toned bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Fastrack case", Grey,Fastrack Men Charcoal Grey Analogue Watch 38050SM02
10044699,Respiro Men Black Formal Slip-Ons,Respiro,Men,683,5,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesSynthetic leather upperCushioned footbedTextured PVC outsoleWarranty: 1 month against manufacturing defectsWarranty provided by brand/manufacturer.", Black,Respiro Men Black Formal Slip-Ons
1005390,San Frissco Men Tan Textured Leather High-Top Flat Boots,San Frissco,Men,1198,5,"A pair of tan brown flat boots, has high-top styling and lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 months against manufacturing defect onlyWarranty provided by Brand Owner / Manufacturer", Red,San Frissco Men Tan Textured Leather High-Top Flat Boots
10054501,Veni Vidi Vici Women Black Solid Bardot Crop Top,Veni Vidi Vici,Women,516,5,"Black solid knitted bardot crop top with knot detail, has shoulder straps, and long sleeves", Black,Veni Vidi Vici Women Black Solid Bardot Crop Top
10048389,Mitera Beige Embroidered Saree,Mitera,Women,1759,5,"Design Detail:Beige na  embroidered saree and has an embroidered border Blouse PieceThe model is wearing a blouse from our stylists collection, see the image for a mock-up of what the actual blouse would look like", Red,Mitera Beige Embroidered Saree
10056613,Fame Forever by Lifestyle Men Navy Blue Solid Round Neck T-shirt,Fame Forever by Lifestyle,Men,349,5,"Navy Blue solid T-shirt, has a round neck, and short colourblocked sleeves",Blue,Fame Forever by Lifestyle Men Navy Blue Solid Round Neck T-shirt
10043077,Rajnandini Maroon Silk Crepe Unstitched Dress Material,Rajnandini,Women,1663,5,"Beautiful Suit look pretty like never before.Wearing this Maroon Color Suit which made from Crepe with Multicolor Colored Crepe Patiala Bottom and Multicolor Colored Chiffon Dupatta.Suit has also decorative work like Printed.This beautiful suit features a classy Printed Work all over,which makes it a smart pick for all occasions. You can wear this Suit in different styles. You can wear it occasionally or casually.", Maroon,Rajnandini Maroon Silk Crepe Unstitched Dress Material
10050705,Call It Spring Women Black Solid Ballerinas,Call It Spring,Women,2299,5,"A pair of black pointed toe flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole", Black,Call It Spring Women Black Solid Ballerinas
10050223,Park Avenue Men Grey Solid Regular-Fit Single-Breasted Blazer,Park Avenue,Men,3249,5,"Grey solid regular-fit formal blazer, has a notched lapel, single-breasted with double-button closures, long sleeves, two flap pockets, one chest welt pocket, an attached lining, and a double-vented back hem.", Grey,Park Avenue Men Grey Solid Regular-Fit Single-Breasted Blazer
10054479,Veni Vidi Vici Women Black Solid Bardot Crop Top,Veni Vidi Vici,Women,468,5,"Black solid knitted bardot crop top, strapless, and long sleeves", Black,Veni Vidi Vici Women Black Solid Bardot Crop Top
10059977,CODE by Lifestyle Men Navy Blue & White Slim Fit Checked Casual Shirt,CODE by Lifestyle,Men,949,6,"Navy Blue and White checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,CODE by Lifestyle Men Navy Blue & White Slim Fit Checked Casual Shirt
10050725,PANAHI Men Blue Mojaris,PANAHI,Men,799,5,"A pair of square toe blue mojaris, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer",Blue,PANAHI Men Blue Mojaris
10039477,LA LOFT Women White Solid Shirt Style Top,LA LOFT,Women,719,5,"White solid woven shirt style  top, has a V-neck, long sleeves, and button closure", White,LA LOFT Women White Solid Shirt Style Top
10051089,Soumya Turquoise Blue Single Self- Design Window Curtain,Soumya,Unisex,669,4,Set content: Single Window curtainsColour: Turquoise BluePattern: Self Design WindowLight blocking: RegularFitting: EyeletLining: No,Blue,Soumya Turquoise Blue Single Self- Design Window Curtain
10054351,Yuris Women Pink & White Printed Straight Kurta,Yuris,Women,599,6,"Pink and White printed straight kurta, has a round neck, sleeveless, straight hem, and side slits", White,Yuris Women Pink & White Printed Straight Kurta
10058237,Roadster Women Grey Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,Roadster,Women,1299,5,"Grey dark wash 5-pocket mid-rise cropped jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Grey,Roadster Women Grey Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans
10063505,Red Tape Men Tan Brown Leather Formal Oxfords,Red Tape,Men,1623,5,"A pair of tan brown square-toed formal oxfords, has central lace-upsLeather upperCushioned footbedTextured PVC outsole, has a stacked heelWarranty: 3 months against manufacturing defectsWarranty provided by brand/manufacturer", Red,Red Tape Men Tan Brown Leather Formal Oxfords
10054817,Veni Vidi Vici Women Mustard Yellow Bodycon Dress,Veni Vidi Vici,Women,756,5,"Mustard yellow solid knitted bodycon dress, has shoulder straps, ruching detail with drawstring, and straight hem", Yellow,Veni Vidi Vici Women Mustard Yellow Bodycon Dress
10056149,Fame Forever by Lifestyle Men Turquoise Blue & Orange Printed Sweatshirt,Fame Forever by Lifestyle,Men,499,5,"Turquoise Blue and orange printed sweatshirt, has a round neck, two pockets, long sleeves, zip closure, straight hem",Blue,Fame Forever by Lifestyle Men Turquoise Blue & Orange Printed Sweatshirt
10051339,ROMEE Orange Set of 2 Geometric Square Cushion Covers,ROMEE,Unisex,594,5,Set content: 2 Cushion Covers Colour: Orange Shape: Square Pattern: Geometric Closure: Zip, Orange,ROMEE Orange Set of 2 Geometric Square Cushion Covers
10051093,Soumya Red & White Single Window Curtain,Soumya,Unisex,838,4,Set content: Single Window curtainColour: Red and WhitePattern: Floral WindowLight blocking: RegularFitting: EyeletLining: No, Red,Soumya Red & White Single Window Curtain
10052041,Fastrack Men Grey Analogue Watch 9298PV10,Fastrack,Men,1400,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round plastic dialFeatures: Reset TimeStrap style: Black & white striped regular, synthetic strap with a tang closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Fastrack case", Grey,Fastrack Men Grey Analogue Watch 9298PV10
10052753,Titan Grandmaster Men Black Analogue watch NL1789KM02,Titan,Men,9996,4,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Calendar, Multi FunctionStrap style: Black bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case", Black,Titan Grandmaster Men Black Analogue watch NL1789KM02
10051481,Calvin Klein Unisex Black Large Trolley Bag,Calvin Klein,Unisex,11880,7,"Black large trolley bag secured with a TSA lockOne padded handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted 360-degree wheelsOne main zip compartment with a zip lining, has a zip pocket on the flap2 external zip pocket on the frontZipper detail to adjust the depthWarranty: 10 yearsWarranty provided by the brand owner/manufacturer", Black,Calvin Klein Unisex Black Large Trolley Bag
10053895,CLAY CRAFT White Set of 4 Tea-Shaped Dipping Bowls,CLAY CRAFT,Unisex,597,3,Content: 4 tea-shaped bowlsPattern: SolidFinish: GlossyMaterial: CeramicFeatures: Dishwasher and microwave safe, White,CLAY CRAFT White Set of 4 Tea-Shaped Dipping Bowls
10052659,Titan Men Blue Genuine Leather Analogue Watch 1802WL01,Titan,Men,2556,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Brown regular, leather strap with a tang closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a Titan case",Blue,Titan Men Blue Genuine Leather Analogue Watch 1802WL01
10051355,ROMEE Green Set of 3 Self Design Square Cushion Covers,ROMEE,Unisex,839,5,Set content: 3 Cushion Covers Colour: Green Shape: Square Pattern: Self Design Closure: Zip, Green,ROMEE Green Set of 3 Self Design Square Cushion Covers
10052681,Sonata Reloaded Men Grey Analogue watch 7924NL02,Sonata,Men,1575,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round metal dialFeatures: Reset Time, Date ApertureStrap style: Black regular, leather strap with a tang closureWater resistance: 30 mWarranty: 1 yearWarranty provided by brand/manufacturer Comes in a signature Sonata case", Grey,Sonata Reloaded Men Grey Analogue watch 7924NL02
10054803,Veni Vidi Vici Women Burgundy Solid Bodycon Dress,Veni Vidi Vici,Women,792,5,"Burgundy solid knitted bodycon dress, has a off-shoulder neck, short sleeves, and straight hem", Burgundy,Veni Vidi Vici Women Burgundy Solid Bodycon Dress
10052317,Titan Men Grey Analogue Watch 1756QM01,Titan,Men,4956,5,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round stainless steel dialFeatures: ChronographStrap style: Grey bracelet style, stainless steel strap with a foldover closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature Titan case", Grey,Titan Men Grey Analogue Watch 1756QM01
10046837,Roadster Men Black Slim Fit Low-Rise Clean Look Stretchable Jeans,Roadster,Men,1299,7,"Black dark wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Black,Roadster Men Black Slim Fit Low-Rise Clean Look Stretchable Jeans
10054385,Yuris Women Pink & Off-White Printed Kurta with Sharara,Yuris,Women,881,6,"Pink and off-white printed kurta with shararaPink and off-white straight above knee kurta, has a mandarin collar with lace detail, three-quarter sleeves, straight hem, side slitsPink and off-white Printed sharara, has partially elasticated waistband, zip closure", White,Yuris Women Pink & Off-White Printed Kurta with Sharara
10050231,Park Avenue Men Blue Self Design Super Slim-Fit Single-Breasted Blazer,Park Avenue,Men,3374,5,"Blue self-design super slim-fit formal blazer, has a notched lapel, single-breasted with double-button closures, long sleeves, two flap pockets, one chest welt pocket, an attached lining, and a double-vented back hem.",Blue,Park Avenue Men Blue Self Design Super Slim-Fit Single-Breasted Blazer
